fecha,tipo,source,temp_prom_ba,demanda_total,prioritaria,combustible,gnc,industria,usinas,exp_tgn,exp_tgs,iny_total,iny_tgs,iny_sur,iny_neuba1,iny_neuba2,iny_patagonico,iny_tgn,iny_norte,iny_neuquen,iny_enarsa,iny_gpm,iny_bolivia,iny_chile,peak_shaving,iny_escobar,linepack_total,lim_inf_total,lim_sup_total,var_linepack_total,linepack_tgs,lim_inf_tgs,lim_sup_tgs,linepack_tgn,lim_inf_tgn,lim_sup_tgn,tramo_inicial,lim_inf_tramo_inicial,lim_sup_tramo_inicial,tramo_final,lim_inf_tramo_final,lim_sup_tramo_final,tramo_final_tgs,tramo_final_tgn
2026-08-03,R,PS_20260804.pdf,15.5,157.5,59.6,3.5,5.4,35.0,30.6,7.1,0.4,132.4,74.3,24.2,11.2,38.9,0.0,37.1,3.7,33.4,21.1,21.1,1.3,0.0,0.0,0.0,375.8,312.0,368.0,-9.2,232.21,215.0,235.0,143.61,110.0,142.0,263.1,218.0,254.0,103.55,85.0,101.0,86.59,16.96
2026-08-04,R,PS_20260805.pdf,13.5,159.6,63.0,3.0,5.5,34.5,31.1,5.2,0.5,137.7,75.2,23.8,10.8,40.5,0.0,38.2,4.0,34.3,21.3,21.3,1.4,0.0,0.0,3.0,366.7,312.0,368.0,-5.1,229.7,215.0,235.0,136.96,110.0,142.0,261.06,218.0,254.0,100.55,85.0,101.0,84.6,15.95
2026-08-05,R,PS_20260806.pdf,14.1,160.4,62.6,4.1,5.5,35.0,32.2,4.0,0.7,142.6,75.7,23.9,10.7,41.1,0.0,38.0,5.4,32.6,20.9,20.9,2.8,0.0,0.0,8.0,361.6,312.0,368.0,-1.4,228.6,215.0,235.0,133.01,110.0,142.0,260.74,218.0,254.0,99.5,85.0,101.0,84.1,15.4
2026-08-06,R,PS_20260808.pdf,11.4,161.7,71.1,4.5,5.4,34.9,27.3,4.0,0.6,141.3,77.0,24.1,10.3,42.6,0.0,37.3,5.8,31.5,21.0,21.0,3.7,0.0,0.0,6.0,360.2,312.0,368.0,-4.3,225.0,215.0,235.0,135.24,110.0,142.0,261.86,218.0,254.0,94.06,85.0,101.0,80.2,13.86
2026-08-10,R,PS_20260811.pdf,8.5,182.8,86.8,5.5,5.6,31.8,33.0,5.2,0.5,150.1,74.2,23.5,9.6,41.1,0.0,38.4,4.9,33.5,22.4,22.4,2.4,0.0,0.0,15.0,361.2,312.0,368.0,-16.3,225.9,215.0,235.0,135.28,110.0,142.0,247.51,218.0,254.0,97.36,85.0,101.0,82.66,14.7
2026-08-11,R,PS_20260812.pdf,9.2,181.8,86.5,4.4,5.6,31.4,34.2,5.3,0.5,159.7,76.8,24.4,10.4,41.9,0.0,39.8,4.2,35.7,23.0,23.0,1.8,0.0,0.0,20.1,344.9,312.0,368.0,-5.2,218.6,215.0,235.0,126.27,110.0,142.0,246.73,218.0,254.0,92.99,85.0,101.0,79.08,13.91
2026-08-12,R,PS_20260813.pdf,10.0,183.0,84.7,3.9,5.6,30.9,33.7,6.7,0.3,161.5,76.4,23.4,10.6,42.3,0.0,40.8,4.0,36.7,23.6,23.6,1.8,0.0,0.0,20.8,339.7,312.0,368.0,-4.6,216.4,215.0,235.0,123.32,110.0,142.0,243.06,218.0,254.0,92.01,85.0,101.0,78.56,13.45
2026-08-17,R,PS_20260818.pdf,12.5,153.0,71.8,3.6,4.9,28.6,24.7,3.6,0.4,137.3,75.9,24.1,10.7,41.1,0.0,38.3,4.8,33.5,23.2,23.2,2.5,0.0,0.0,0.0,358.1,312.0,368.0,0.0,230.0,215.0,235.0,128.14,110.0,142.0,255.88,218.0,254.0,102.27,85.0,101.0,87.47,14.8
2026-08-18,R,PS_20260819.pdf,10.1,165.8,77.3,3.7,5.6,29.3,27.7,3.1,0.5,147.1,76.6,24.1,10.8,41.6,0.0,39.8,4.7,35.1,23.8,23.8,2.3,0.0,0.0,7.0,358.2,312.0,368.0,-2.3,230.0,215.0,235.0,128.15,110.0,142.0,257.93,218.0,254.0,97.93,85.0,101.0,83.41,14.52
2026-08-19,R,PS_20260820.pdf,11.0,158.1,73.7,4.0,5.5,30.3,26.0,3.6,0.5,145.2,74.4,24.2,9.3,40.9,0.0,40.3,5.0,35.3,23.6,23.6,2.5,0.0,0.0,7.0,355.9,312.0,368.0,3.4,227.0,215.0,235.0,128.86,110.0,142.0,262.69,218.0,254.0,96.59,85.0,101.0,82.37,14.22
2026-08-20,R,PS_20260821.pdf,12.6,154.9,70.2,3.9,5.6,31.5,27.7,2.3,0.4,144.1,75.8,24.1,11.3,40.3,0.0,39.0,6.1,32.9,23.7,23.7,3.8,0.0,0.0,5.6,359.3,312.0,368.0,4.9,228.4,215.0,235.0,130.88,110.0,142.0,265.56,218.0,254.0,98.59,85.0,101.0,85.49,13.1
2026-08-23,R,PS_20260824.pdf,9.3,163.2,73.7,3.6,4.7,30.0,28.2,4.4,0.4,144.9,75.6,24.1,11.4,40.1,0.0,39.7,6.8,32.9,23.5,23.5,4.5,0.0,0.0,6.0,356.3,312.0,368.0,-2.0,229.2,215.0,235.0,127.06,110.0,142.0,258.5,218.0,254.0,95.71,85.0,101.0,82.81,12.9
2026-08-24,R,PS_20260825.pdf,10.1,174.4,75.4,4.2,5.5,32.1,30.8,6.2,0.4,148.2,74.0,24.0,10.5,39.5,0.0,42.6,6.8,35.8,23.1,23.1,4.4,0.0,0.0,8.5,354.2,312.0,368.0,-9.8,228.6,215.0,235.0,125.61,110.0,142.0,253.58,218.0,254.0,90.79,85.0,101.0,77.83,12.96
